1,"[[12351, 21179, 25.839249264045044, array([ -6.54545894e-05,   2.23468249e+02]), [[12351, 12419, 21065, 21159, 21166, 21175, 21179], 2391.5555555555561, 8828.000018401677, array([], dtype=float64)], [[(12283, 222.47), (12405, 222.47), (12525, 222.21000000000001), (21112, 222.04), (21162, 222.035), (21170, 222.045), (21177, 222.04), (21183, 222.04)], [0.18628443021282237, 0.18628443021282237, 0.43842987948181644, 0.046371320090287327, 0.048098590619048309, 0.037574953903657615, 0.042116771777671147, 0.042116771777671147], [68, 68, 8646, 94, 7, 9, 4, 4], [0.0027394769148944465, 0.0027394769148944465, 5.0708984441570257e-05, 0.00049331191585412048, 0.0068712272312926159, 0.0041749948781841795, 0.010529192944417787, 0.010529192944417787]], 8, [[(12351, 222.655), (12419, 222.66), (21065, 222.11), (21159, 222.07), (21166, 222.075), (21175, 222.08), (21179, 222.085)], [0.18500000000000227, 0.22033333333331484, 0.069069523698630064, 0.03469999999998663, 0.03499999999999659, 0.038571428571458455, 0.045000000000015916], [122, 120, 8587, 50, 8, 7, 6], [0.0015163934426229695, 0.0018361111111109571, 8.0434987421253126e-06, 0.0006939999999997326, 0.004374999999999574, 0.005510204081636922, 0.007500000000002653]], 7]]"
1,"[[12351, 21198, 25.906295806856299, array([ -6.49366535e-05,   2.23461811e+02]), [[12351, 12419, 21065, 21166, 21175, 21179, 21198], 2390.5, 8847.000018041426, array([], dtype=float64)], [[(12283, 222.47), (12405, 222.47), (12525, 222.21000000000001), (21115, 222.02), (21170, 222.045), (21177, 222.04), (21188, 222.03), (21217, 222.03)], [0.186271516791777, 0.186271516791777, 0.43847911837224274, 0.07067326484093428, 0.042101748898687674, 0.046647192324201114, 0.055932889135732466, 0.055932889135732466], [68, 68, 8646, 101, 9, 4, 19, 19], [0.0027392870116437797, 0.0027392870116437797, 5.0714679432366728e-05, 0.0006997352954547949, 0.0046779720998541864, 0.011661798081050279, 0.0029438362703017086, 0.0029438362703017086]], 8, [[(12351, 222.655), (12419, 222.66), (21065, 222.11), (21166, 222.075), (21175, 222.08), (21179, 222.085), (21198, 222.09)], [0.18500000000000227, 0.22033333333331484, 0.088894062863801082, 0.0318181818181813, 0.038571428571458455, 0.04681818181819608, 0.060000000000002274], [122, 120, 8590, 55, 7, 11, 29], [0.0015163934426229695, 0.0018361111111109571, 1.0348552137811535e-05, 0.0005785123966942055, 0.005510204081636922, 0.004256198347108734, 0.002068965517241458]], 7]]"
1,"[[9167, 24171, 25.512185906055127, array([ -3.64985096e-06,   2.23371154e+02]), [[9167, 9283, 24134, 24140, 24145, 24166, 24171], 4116.7777777777783, 15004.000000083312, array([], dtype=float64)], [[(9051, 223.11500000000001), (9195, 223.11500000000001), (23934, 222.995), (24137, 223.26), (24142, 223.265), (24155, 223.19), (24168, 223.26), (24176, 223.26)], [0.2225940708239591, 0.2225940708239591, 0.28879891751057585, 0.023057997765505434, 0.018039748510716436, 0.092992300448202059, 0.022944852385734293, 0.022944852385734293], [116, 116, 14851, 6, 5, 21, 5, 5], [0.0019189144036548199, 0.0019189144036548199, 1.9446429029060389e-05, 0.0038429996275842391, 0.0036079497021432871, 0.0044282047832477174, 0.0045889704771468589, 0.0045889704771468589]], 8, [[(9167, 223.33), (9283, 223.345), (24134, 223.295), (24140, 223.295), (24145, 223.27), (24166, 223.275), (24171, 223.28)], [0.21500000000000341, 0.23071646651740707, 0.038916256157648377, 0.03200000000001069, 0.022307692307720117, 0.025769230769242313, 0.020000000000010232], [144, 14739, 203, 5, 13, 13, 8], [0.0014930555555555793, 1.565346811299322e-05, 0.00019170569535787379, 0.0064000000000021375, 0.001715976331363086, 0.0019822485207109473, 0.002500000000001279]], 7]]"
1,"[[43282, 62827, 25.930757845244926, array([ -5.18301336e-05,   2.28139622e+02]), [[43282, 43717, 62803, 62808, 62812, 62818, 62827], 5276.166666666667, 19545.000026355207, array([], dtype=float64)], [[(42847, 225.69499999999999), (43513, 225.69499999999999), (43797, 225.535), (62805, 224.875), (62810, 224.85), (62815, 224.85), (62822, 224.855), (62836, 224.855)], [0.18933770963647589, 0.18933770963647589, 0.33461795169918673, 0.0094307725728128844, 0.034171621904903304, 0.03391247123698804, 0.028549660301933955, 0.028549660301933955], [435, 435, 19086, 5, 4, 6, 9, 9], [0.00043525910261258825, 0.00043525910261258825, 1.7532115251974574e-05, 0.0018861545145625769, 0.0085429054762258261, 0.0056520785394980066, 0.0031721844779926617, 0.0031721844779926617]], 8, [[(43282, 225.9), (43717, 225.87), (62803, 224.885), (62808, 224.87), (62812, 224.88), (62818, 224.9), (62827, 224.885)], [0.20500000000001251, 0.28992957746481807, 0.0099305555555417868, 0.009999999999990905, 0.030000000000001137, 0.047857142857168355, 0.030000000000001137], [666, 284, 19008, 5, 5, 7, 14], [0.0003078078078078266, 0.0010208787938902045, 5.2244084362067483e-07, 0.001999999999998181, 0.006000000000000227, 0.0068367346938811935, 0.002142857142857224]], 7]]"
1,"[[43282, 62835, 25.943556998902466, array([ -5.16087221e-05,   2.28129993e+02]), [[43282, 43717, 62803, 62812, 62818, 62827, 62835], 5275.7222222222217, 19553.000026085512, array([], dtype=float64)], [[(42847, 225.69499999999999), (43513, 225.69499999999999), (43797, 225.535), (62807, 224.875), (62815, 224.85), (62822, 224.855), (62831, 224.85), (62843, 224.85)], [0.1893423583852325, 0.1893423583852325, 0.33468548130917952, 0.013603674211907446, 0.038190804435117798, 0.032829543380444193, 0.037365064881555554, 0.037365064881555554], [435, 435, 19086, 9, 6, 9, 8, 8], [0.00043526978939133909, 0.00043526978939133909, 1.7535653427076367e-05, 0.001511519356878605, 0.0063651340725196333, 0.0036477270422715768, 0.0046706331101944443, 0.0046706331101944443]], 8, [[(43282, 225.9), (43717, 225.87), (62803, 224.885), (62812, 224.88), (62818, 224.9), (62827, 224.885), (62835, 224.89)], [0.20500000000001251, 0.28992957746481807, 0.0098611257232903426, 0.020625000000052296, 0.047857142857168355, 0.032777777777766914, 0.03999999999999204], [666, 284, 19010, 8, 7, 9, 12], [0.0003078078078078266, 0.0010208787938902045, 5.1873359933142252e-07, 0.002578125000006537, 0.0068367346938811935, 0.0036419753086407683, 0.00333333333333267]], 7]]"
1,"[[43832, 63049, 26.785645543692539, array([ -1.34844358e-05,   2.26235191e+02]), [[43832, 43904, 43968, 44622, 44761, 63030, 63049], 5022.0555555555557, 19217.00000169186, array([], dtype=float64)], [[(43760, 225.52500000000001), (43854, 225.52500000000001), (43953, 225.50999999999999), (44425, 225.13499999999999), (44694, 225.405), (44852, 225.315), (63039, 225.45), (63068, 225.45)], [0.1188446436517836, 0.1188446436517836, 0.13250968450850564, 0.50114503081525186, 0.22751771758748873, 0.31538717673254268, -0.064854256995403148, -0.064854256995403148], [72, 72, 64, 654, 139, 18269, 19, 19], [0.0016506200507192166, 0.0016506200507192166, 0.0020704638204454007, 0.00076627680552790803, 0.0016368181121402068, 1.7263516160301204e-05, -0.0034133819471264815, -0.0034133819471264815]], 8, [[(43832, 225.645), (43904, 225.65), (43968, 225.63), (44622, 225.62), (44761, 225.65), (63030, 225.38), (63049, 225.39)], [0.12000000000000455, 0.13257575757575069, 0.13191737288138938, 0.28726765799257237, 0.28316455696204912, -0.069933194039691671, -0.060000000000002274], [94, 99, 472, 269, 158, 18187, 29], [0.0012765957446808994, 0.001339149066421724, 0.00027948595949446901, 0.0010679095092660683, 0.0017921807402661338, -3.8452297816952586e-06, -0.002068965517241458]], 7]]"
1,"[[43832, 63079, 19.953900171155183, array([ -1.05408424e-05,   2.26105058e+02]), [[43832, 43904, 43968, 44622, 44761, 63079], 5787.4400000000005, 19247.00000109173, array([], dtype=float64)], [[(43760, 225.52500000000001), (43854, 225.52500000000001), (43953, 225.50999999999999), (44425, 225.13499999999999), (44694, 225.405), (44852, 225.315), (81397, 225.315)], [0.1178000674657369, 0.1178000674657369, 0.13175652407281291, 0.50178124648215316, 0.22894575988914312, 0.31728030679735753, 0.31728030679735753], [72, 72, 64, 654, 139, 18318, 18318], [0.0016361120481352348, 0.0016361120481352348, 0.0020586956886377017, 0.00076724961235803235, 0.0016470917977636195, 1.7320684943626899e-05, 1.7320684943626899e-05]], 7, [[(43832, 225.645), (43904, 225.65), (43968, 225.63), (44622, 225.62), (44761, 225.65), (63079, 225.44)], [0.12000000000000455, 0.13257575757575069, 0.13191737288138938, 0.28726765799257237, 0.28316455696204912, 0.125], [94, 99, 472, 269, 158, 36545], [0.0012765957446808994, 0.001339149066421724, 0.00027948595949446901, 0.0010679095092660683, 0.0017921807402661338, 3.4204405527431935e-06]], 6]]"
1,"[[43832, 63126, 26.796631467633119, array([ -2.64470083e-06,   2.25760345e+02]), [[43832, 43904, 43968, 44761, 63097, 63105, 63126], 5040.1111111111122, 19294.000000052478, array([], dtype=float64)], [[(43760, 225.52500000000001), (43854, 225.52500000000001), (43953, 225.50999999999999), (44694, 225.405), (44852, 225.315), (63101, 225.51), (63115, 225.54), (63147, 225.54)], [0.11936401135369579, 0.11936401135369579, 0.13410218597127255, 0.23714246265421934, 0.3267245999226418, 0.083461454426327464, 0.053424428614647468, 0.053424428614647468], [72, 72, 64, 793, 18336, 8, 21, 21], [0.0016578334910235526, 0.0016578334910235526, 0.0020953466558011336, 0.00029904471961440018, 1.7818749995781074e-05, 0.010432681803290933, 0.002544020410221308, 0.002544020410221308]], 8, [[(43832, 225.645), (43904, 225.65), (43968, 225.63), (44761, 225.65), (63097, 225.59), (63105, 225.59), (63126, 225.6)], [0.12000000000000455, 0.13257575757575069, 0.12212550607287653, 0.28316455696204912, 0.080042742068059169, 0.07142857142858361, 0.060000000000002274], [94, 99, 741, 158, 18249, 14, 32], [0.0012765957446808994, 0.001339149066421724, 0.00016481174908620315, 0.0017921807402661338, 4.3861440116203169e-06, 0.005102040816327401, 0.001875000000000071]], 7]]"
2,"[[58124, 68815, 20.442203753242584, array([  7.06433938e-06,   2.22947158e+02]), [[58124, 58469, 58794, 68777, 68805, 68815], 3137.9200000000005, 10691.000000229164, array([ 0.00012383])], [[(57779, 223.75999999999999), (58298, 223.75999999999999), (58576, 223.69), (63728, 226.91), (68791, 223.585), (68810, 223.495), (68825, 223.495)], [0.401005100443939, 0.401005100443939, 0.32904121409751497, 3.5126457376340738, 0.15187898737508476, 0.061744764926942253, 0.061744764926942253], [345, 345, 325, 9983, 28, 10, 10], [0.0011623336244751855, 0.0011623336244751855, 0.0010124345049154306, 0.00035186274042212502, 0.0054242495491101704, 0.0061744764926942256, 0.0061744764926942256]], 7, [[(58124, 223.365), (58469, 223.36), (58794, 223.355), (68777, 223.43), (68805, 223.435), (68815, 223.435)], [0.39499999999998181, 0.35694244604314918, 0.47125000000002615, 0.1641941536638285, 0.08368421052625763, 0.060000000000002274], [519, 278, 5152, 5063, 19, 15], [0.00076107899807318269, 0.0012839656332487381, 9.1469332298141722e-05, 3.2430210085686057e-05, 0.004404432132960928, 0.004000000000000152]], 6]]"
2,"[[120941, 136335, 19.290404524179309, array([  4.63153687e-05,   2.20353118e+02]), [[120941, 121144, 121197, 121281, 136330, 136335], 4788.0799999999999, 15394.000015688744, array([ 0.00035652])], [[(120738, 226.17500000000001), (121073, 226.17500000000001), (121182, 226.09999999999999), (121269, 226.09999999999999), (132150, 228.315), (136332, 226.68), (136340, 226.68)], [0.21434170012992126, 0.21434170012992126, 0.13429332494686719, 0.13026388787420728, 1.841306361577324, 0.012615489876793617, 0.012615489876793617], [203, 203, 53, 84, 15049, 5, 5], [0.0010558704439897599, 0.0010558704439897599, 0.0025338363197522111, 0.0015507605699310392, 0.00012235406748470489, 0.0025230979753587237, 0.0025230979753587237]], 7, [[(120941, 225.965), (121144, 225.965), (121197, 225.955), (121281, 225.97), (136330, 226.675), (136335, 226.66)], [0.21000000000000796, 0.16114678899080559, 0.14499999999998181, 0.13244279018471161, 0.0057819225251307671, 0.020000000000010232], [335, 109, 87, 10881, 4182, 8], [0.00062686567164181475, 0.0014784109081725284, 0.0016666666666664575, 1.2171931824713869e-05, 1.3825735354210346e-06, 0.002500000000001279]], 6]]"
2,"[[121483, 136371, 19.33104810196544, array([  2.98516413e-05,   2.22470867e+02]), [[121483, 121751, 121828, 136358, 136364, 136371], 4620.9599999999991, 14888.000006209699, array([ 0.00033879])], [[(121215, 226.40000000000001), (121645, 226.40000000000001), (121803, 226.25), (132150, 228.315), (136361, 226.57), (136367, 226.57), (136378, 226.57)], [0.29782998924224557, 0.29782998924224557, 0.14311342991513243, 1.8992384972712841, 0.028533235711108773, 0.028354125863245372, 0.028354125863245372], [268, 268, 77, 14530, 6, 7, 7], [0.0011113059300083791, 0.0011113059300083791, 0.0018586159729237978, 0.0001307115276855667, 0.0047555392851847955, 0.0040505894090350535, 0.0040505894090350535]], 7, [[(121483, 226.11), (121751, 226.105), (121828, 226.095), (136358, 226.545), (136364, 226.54), (136371, 226.54)], [0.28999999999999204, 0.19436708860760632, 0.15998936889920401, 0.026243172643091839, 0.030000000000001137, 0.030000000000001137], [430, 158, 10347, 4211, 6, 11], [0.00067441860465114424, 0.0012301714468835843, 1.5462391891292548e-05, 6.2320523968396669e-06, 0.005000000000000189, 0.0027272727272728307]], 6]]"
2,"[[121483, 136408, 26.013611663951789, array([  3.01336454e-05,   2.22436549e+02]), [[121483, 121751, 121828, 136364, 136371, 136377, 136408], 4016.1666666666665, 14925.000006339196, array([ 0.00058758])], [[(121215, 226.40000000000001), (121645, 226.40000000000001), (121803, 226.25), (132150, 228.315), (136367, 226.57), (136374, 226.55), (136392, 226.61), (136439, 226.61)], [0.29784343302551974, 0.29784343302551974, 0.14308231705675212, 1.896289488394217, 0.02421590586112643, 0.0040049703435443007, 0.063462564726847859, 0.063462564726847859], [268, 268, 77, 14536, 7, 6, 31, 31], [0.0011113560933788051, 0.0011113560933788051, 0.0018582119098279495, 0.0001304546978807249, 0.0034594151230180614, 0.00066749505725738345, 0.0020471795073176728, 0.0020471795073176728]], 8, [[(121483, 226.11), (121751, 226.105), (121828, 226.095), (136364, 226.54), (136371, 226.54), (136377, 226.56), (136408, 226.545)], [0.28999999999999204, 0.19436708860760632, 0.15998936889920401, 0.031241403841590909, 0.01857142857139138, 0.0, 0.06500000000002615], [430, 158, 10347, 4217, 7, 18, 47], [0.00067441860465114424, 0.0012301714468835843, 1.5462391891292548e-05, 7.4084429313708582e-06, 0.0026530612244844826, 0.0, 0.0013829787234048117]], 7]]"
2,"[[121483, 136428, 19.340436553416001, array([  2.96269365e-05,   2.22498212e+02]), [[121483, 121751, 121828, 136408, 136422, 136428], 4636.3999999999996, 14945.00000604299, array([ 0.0003743])], [[(121215, 226.40000000000001), (121645, 226.40000000000001), (121803, 226.25), (132150, 228.315), (136415, 226.56), (136425, 226.54), (136434, 226.54)], [0.29781955487334244, 0.29781955487334244, 0.14313849889987296, 1.9015885865118207, 0.020229702165153185, -6.6567200263989434e-05, -6.6567200263989434e-05], [268, 268, 77, 14580, 14, 6, 6], [0.001111266995796054, 0.001111266995796054, 0.0018589415441541942, 0.00013042445723675038, 0.0014449787260823704, -1.1094533377331572e-05, -1.1094533377331572e-05]], 7, [[(121483, 226.11), (121751, 226.105), (121828, 226.095), (136408, 226.545), (136422, 226.54), (136428, 226.535)], [0.28999999999999204, 0.19436708860760632, 0.15998936889920401, 0.017880422039894484, 0.006000000000057071, 0.0049999999999954525], [430, 158, 10347, 4265, 10, 9], [0.00067441860465114424, 0.0012301714468835843, 1.5462391891292548e-05, 4.1923615568334073e-06, 0.0006000000000057071, 0.0005555555555550503]], 6]]"
2,"[[120941, 136442, 19.278571914496677, array([  3.57474682e-05,   2.21637301e+02]), [[120941, 121039, 121144, 121197, 121281, 136442], 4824.3199999999997, 15501.000009757436, array([ 0.00050549])], [[(120843, 226.095), (120998, 226.095), (121073, 226.17500000000001), (121182, 226.09999999999999), (121269, 226.09999999999999), (132150, 228.315), (151603, 228.315)], [0.13232689149066346, 0.13232689149066346, 0.20964583137788395, 0.1307493573472982, 0.12763932761646402, 1.9536711264541111, 1.9536711264541111], [98, 98, 105, 53, 84, 15161, 15161], [0.0013502744029659536, 0.0013502744029659536, 0.0019966269655036567, 0.0024669690065527963, 0.0015195158049579049, 0.0001288616269674897, 0.0001288616269674897]], 7, [[(120941, 225.965), (121039, 225.98), (121144, 225.965), (121197, 225.955), (121281, 225.97), (136442, 226.515)], [0.12999999999999545, 0.15873333333334472, 0.16114678899080559, 0.14499999999998181, 0.13244279018471161, 1.8000000000000114], [155, 75, 109, 87, 10881, 19453], [0.00083870967741932548, 0.002116444444444596, 0.0014784109081725284, 0.0016666666666664575, 1.2171931824713869e-05, 9.2530715056804156e-05]], 6]]"
2,"[[120941, 136485, 25.967807817692925, array([  3.57052209e-05,   2.21642418e+02]), [[120941, 121039, 121144, 121197, 121281, 136442, 136485], 4190.1111111111113, 15544.000009730444, array([ 0.00050632])], [[(120843, 226.095), (120998, 226.095), (121073, 226.17500000000001), (121182, 226.09999999999999), (121269, 226.09999999999999), (132150, 228.315), (136463, 226.53), (136528, 226.53)], [0.13232139735021065, 0.13232139735021065, 0.2096435057860333, 0.13075163671274481, 0.12764528249829254, 1.9541367743674982, 0.015140156816897843, 0.015140156816897843], [98, 98, 105, 53, 84, 15161, 43, 43], [0.0013502183403082718, 0.0013502183403082718, 0.0019966048170098408, 0.0024670120134480155, 0.0015195866964082445, 0.00012889234050309994, 0.00035209667016041494, 0.00035209667016041494]], 8, [[(120941, 225.965), (121039, 225.98), (121144, 225.965), (121197, 225.955), (121281, 225.97), (136442, 226.515), (136485, 226.515)], [0.12999999999999545, 0.15873333333334472, 0.16114678899080559, 0.14499999999998181, 0.13244279018471161, 0.023691166241576411, 0.01500000000001478], [155, 75, 109, 87, 10881, 4313, 65], [0.00083870967741932548, 0.002116444444444596, 0.0014784109081725284, 0.0016666666666664575, 1.2171931824713869e-05, 5.4929669004350594e-06, 0.00023076923076945815]], 7]]"
2,"[[120941, 139313, 19.194015719620683, array([  2.65381293e-05,   2.22752725e+02]), [[120941, 121039, 121144, 121197, 121281, 139313], 5743.04, 18372.000006401726, array([ 0.0004429])], [[(120843, 226.095), (120998, 226.095), (121073, 226.17500000000001), (121182, 226.09999999999999), (121269, 226.09999999999999), (132150, 228.315), (157345, 228.315)], [0.1312145288113129, 0.1312145288113129, 0.20922416911537312, 0.13133151302392321, 0.12902269577662651, 2.0552613110892253, 2.0552613110892253], [98, 98, 105, 53, 84, 18032, 18032], [0.0013389237633807439, 0.0013389237633807439, 0.0019926111344321248, 0.0024779530759230792, 0.001535984473531268, 0.0001139785554064566, 0.0001139785554064566]], 7, [[(120941, 225.965), (121039, 225.98), (121144, 225.965), (121197, 225.955), (121281, 225.97), (139313, 226.45)], [0.12999999999999545, 0.15873333333334472, 0.16114678899080559, 0.14499999999998181, 0.13244279018471161, 1.8650000000000091], [155, 75, 109, 87, 10881, 25195], [0.00083870967741932548, 0.002116444444444596, 0.0014784109081725284, 0.0016666666666664575, 1.2171931824713869e-05, 7.4022623536416311e-05]], 6]]"
